row,tag_name,article_id,source_feed_name,load_date,load_datetime,feed_name,headline,article_body,author_name,source_unique_id,source_type_name,channel_name,genre,publisher_name,publication_name,publisher_site_url,published_datetime,article_url,region,subregion,country,state,iso_language_code,circulation_size,page,sentiment_score,legacy_score,sentiment_band,sentiment_Correct,External_Strong_Pos,External_Pos,External_Neutral,External_Neg,External_Strong_Neg,Irrelevant,Passing_Mention,Comment,hit_strength,relevance,importance,vipr_weight,vipr_score
0,Aldi,8931942495,regionals-web,2021-07-05,2021-07-05 08:17:38,opoint,Henry Boot boosts pipeline with key industrial acquisition,"   Henry Boot's property developer, HBD, has acquired a prominent industrial site in Welwyn Garden City for £6.2m before costs from National Grid.   The 3.0-acre site on Tewin Road is located in a well-established industrial area of the city and close to Junction 4 of the A1(M) benefitting from close proximity to the wider national motorway network beyond. Subject to planning the site will be redeveloped to deliver c.70,000 sq ft of industrial/warehouse space with a GDV of c.£20m. Work is anticipated to start on site in Q2 2022.   The acquisition forms part of the Group's core development strategy targeting industrial and logistics, urban residential and commercial schemes and it will continue to inject much-needed new industrial space into the market, meeting established demand.   Ed Hutchinson, Managing Director of HBD, said: “This site is extremely well located within an established South East industrial location with neighbouring occupiers including Ocado, Aldi and ATS Euromaster and offers excellent potential for redevelopment. During the year we have been successful in seeking new development opportunities and we look forward to announcing further deals in the coming weeks.” ",uncredited,276215-39,Regional News,Web,,Henry Boot,Henry Boot,http://www.henryboot.co.uk,2021-07-05 08:17:14,http://www.henryboot.co.uk/media/group-news/2021/henry-boot-boosts-pipeline-with-key-industrial-acquisition/,Europe,Western Europe,United Kingdom,,en,1010,,32,7,Positive,0,,,1,,,,1,Article about the purchase of an industrial site by company HBD,0.5,33.3333333333333,1,4.76666666666667,48.8849538127026
0,Aldi,8932256408,regionals-web,2021-07-05,2021-07-05 08:42:14,opoint,Aldi reveal the Specialbuys products arriving in-store after long delays,"   Aldi has provided an update on a range of products delayed due to a global shipping backlog affecting stock   The supermarket chain has released an updated list of Specialbuys that are set to arrive in stores in July and August.   The German retailer updated shoppers on social media in April when they issued an apology and warned customers that many Specialbuy products could face delays of at least amonth.   These products are currently delayed due to an ongoing stock issue, but are expected to arrive throughout July and August.   Specialbuys include everything from baby products to cooking equipment, and are placed in the middle aisle of the store.   Why are the products delayed?   Addressing the delivery delay, Aldi's website says: “Due to the current disruptions to global shipping, a number of Specialbuys may be delayed. We apologise for any inconvenience this may cause.   “We're doing all we can to provide clarity on expected availability dates, but these are subject to change. Dates will vary by store and by region.   “Please click below for affected products and sign up to our email newsletter for the latest availability updates.”   Which Specialbuys are delayed?   This is the full list of delayed Aldi Specialbuys which are expected to arrive in-store in July and August:   Bikemate Children's Bike Helmet   Crane Full Face Snorkel Mask   Crane Large Ombre Pool Sports Ball   Elephant Toilet Roll Holder   Ferrex Electric Weed Killer   Grey & White Flatweave Rug   Inflatable Jumbo Basketball Set   Intex Rainbow Spray Pool   Kids' Llama Sleeping Bag   Kirkton House Heart Coir Mat   Kirkton House Sherpa Rug   Large Grey Check Dog Bed Mattress   Large Plush Grey Check Dog Bed   Little Town Farm Figures   Little Town Kids' Bold Play Tent   Medium Grey Check Dog Bed Mattress   Minions Bob Crochet Kit   Paint Your Own Flamingo   Pink C-UV-Protection Clothing   Primary Colour Boules Set   Spiderman Water Blaster Backpack   Wooden Chess Garden Game   Avenue Ladies' Beige Night Dress   BIC Colouring   Clear Wine Picnic Glasses 4 Pack   Dahlia 2L   Disney Princess Stationery Set   Junior Activity Counting Pad   Kids' Sloth Camping Chair   Ladies' Purple Waterproof Jacket   Licensed Gift Wrap Roll   Mini Rose 10.5cm   Monkey Camping Head Torch   My First Day at School Plaque   Novelty Stationery   Peace Lily 9CM   Pig E Bank Learn With Me Set   Script Kids' Experiments Journal   Script XL Permanent Markers   Summer Bedding Pots 2L 1   12ft Metal Frame Pool   Avenue Grey Cooling Backpack   Bestway Disney Princess 3 Ring   Pool Bestway Pool Lounger   Gardenline Boxwood Topiary Ball   Grey Wooden Crate Planter   Lacura Hair Mask   Lacura Hot Cloth Cleanser Gift Set   Ladies' Green 1/4 Zip-Neck Fleece   Ladies' Pink Slipper Slides   Large Palm Leaf Insulated Bottle   Little Town Bubble Shooter   Marbles & Botanicals Jigsaw   Natural Wooden Crate Planter   Picnic Mat game   Pink White & Purple Bunch-OBalloons   Rectangle Cactus Food Storage   Rectangular Jumbo Pool   Summer Waves Swan Ride On Float   Tropical Candle Island Breeze   Visage Facial Massager   Yoga Inspiration Cards   Crane Tube Beach Shelter   Ladies' Canvas Pumps   Pizza Stone with handles   Workzone Outdoor Cable Reel 25m   Avenue Maxi Dress   Ladies' / Men's Performance Shorts   Ladies' / Men's Performance Tops   Ladies' Performance Bra   Ladies' Performance Tights   Ice Cube Trays   Jumbo Pool   Stamford Planters   Disney Licensed Cushion   Muslin Throw   Outdoor Knitted Pouffe   Polar 1/4 Zip Neck Fleece   Bike Assembly Stand   Harry Potter Hoody   'Classic sales fraud': Restaurateur evaded paying £109,000 in VAT and income tax   Speed limit on stretch of busy road set to be dropped from 40mph to 30   Urgent warning to parents as teens fake school Covid tests amid TikTok trend   Eighty-two students from Dorset school isolate after six confirmed Covid cases ",Kieran Doody,13034-749031,Regional News,Web,,Worcester News,Worcester News,http://www.worcesternews.co.uk,2021-07-05 08:38:17,https://www.worcesternews.co.uk/news/national/uk-today/19419508.aldi-announce-specialbuys-arriving-in-store-long-delays/,Europe,Western Europe,United Kingdom,,en,379347,,-40,4,Negative,0,,1,,,,,,Aldi restocks awaited products after delays,4,57.1428571428571,1,17.2857142857143,13.9420825651136
0,Aldi,8932601927,social-twitter,2021-07-05,2021-07-05 09:08:15,twitter,I consider myself to be a fairly intelligent person and yet I am completely fucked by trying to put together this aldi garden furniture, I consider myself to be a fairly intelligent person and yet I am completely fucked by trying to put together this aldi garden furniture,meloncarrier,1411975176368046081,Twitter,Social,,,Twitter,,2021-07-05 09:08:09,https://twitter.com/meloncarrier/status/1411975176368046081,,,United Kingdom,,en,787,,-34,4,Negative,0,,,1,,,,,"Not criticism at the company, but self criticism",2,100,0.1,0.66,0.948395991099758
0,Aldi,8932923920,regionals-web,2021-07-05,2021-07-05 09:31:26,opoint,Aldi reveal the Specialbuys products arriving in-store after long delays,"   Aldi has provided an update on a range of products delayed due to a global shipping backlog affecting stock   The supermarket chain has released an updated list of Specialbuys that are set to arrive in stores in July and August.   The German retailer updated shoppers on social media in April when they issued an apology and warned customers that many Specialbuy products could face delays of at least amonth.   These products are currently delayed due to an ongoing stock issue, but are expected to arrive throughout July and August.   Specialbuys include everything from baby products to cooking equipment, and are placed in the middle aisle of the store.   Why are the products delayed?   Addressing the delivery delay, Aldi's website says: “Due to the current disruptions to global shipping, a number of Specialbuys may be delayed. We apologise for any inconvenience this may cause.   “We're doing all we can to provide clarity on expected availability dates, but these are subject to change. Dates will vary by store and by region.   “Please click below for affected products and sign up to our email newsletter for the latest availability updates.”   Which Specialbuys are delayed?   This is the full list of delayed Aldi Specialbuys which are expected to arrive in-store in July and August:   Bikemate Children's Bike Helmet   Crane Full Face Snorkel Mask   Crane Large Ombre Pool Sports Ball   Elephant Toilet Roll Holder   Ferrex Electric Weed Killer   Grey & White Flatweave Rug   Inflatable Jumbo Basketball Set   Intex Rainbow Spray Pool   Kids' Llama Sleeping Bag   Kirkton House Heart Coir Mat   Kirkton House Sherpa Rug   Large Grey Check Dog Bed Mattress   Large Plush Grey Check Dog Bed   Little Town Farm Figures   Little Town Kids' Bold Play Tent   Medium Grey Check Dog Bed Mattress   Minions Bob Crochet Kit   Paint Your Own Flamingo   Pink C-UV-Protection Clothing   Primary Colour Boules Set   Spiderman Water Blaster Backpack   Wooden Chess Garden Game   Avenue Ladies' Beige Night Dress   BIC Colouring   Clear Wine Picnic Glasses 4 Pack   Dahlia 2L   Disney Princess Stationery Set   Junior Activity Counting Pad   Kids' Sloth Camping Chair   Ladies' Purple Waterproof Jacket   Licensed Gift Wrap Roll   Mini Rose 10.5cm   Monkey Camping Head Torch   My First Day at School Plaque   Novelty Stationery   Peace Lily 9CM   Pig E Bank Learn With Me Set   Script Kids' Experiments Journal   Script XL Permanent Markers   Summer Bedding Pots 2L 1   12ft Metal Frame Pool   Avenue Grey Cooling Backpack   Bestway Disney Princess 3 Ring   Pool Bestway Pool Lounger   Gardenline Boxwood Topiary Ball   Grey Wooden Crate Planter   Lacura Hair Mask   Lacura Hot Cloth Cleanser Gift Set   Ladies' Green 1/4 Zip-Neck Fleece   Ladies' Pink Slipper Slides   Large Palm Leaf Insulated Bottle   Little Town Bubble Shooter   Marbles & Botanicals Jigsaw   Natural Wooden Crate Planter   Picnic Mat game   Pink White & Purple Bunch-OBalloons   Rectangle Cactus Food Storage   Rectangular Jumbo Pool   Summer Waves Swan Ride On Float   Tropical Candle Island Breeze   Visage Facial Massager   Yoga Inspiration Cards   Crane Tube Beach Shelter   Ladies' Canvas Pumps   Pizza Stone with handles   Workzone Outdoor Cable Reel 25m   Avenue Maxi Dress   Ladies' / Men's Performance Shorts   Ladies' / Men's Performance Tops   Ladies' Performance Bra   Ladies' Performance Tights   Ice Cube Trays   Jumbo Pool   Stamford Planters   Disney Licensed Cushion   Muslin Throw   Outdoor Knitted Pouffe   Polar 1/4 Zip Neck Fleece   Bike Assembly Stand   Harry Potter Hoody   Two arrested in police probe at York funeral firm   Police search concludes in York   Stabbing outside takeaway - man arrested   Ouch!!! York man becomes the first in the world to BREAK his PENIS vertically ",Kieran Doody,13519-672136,Regional News,Web,,York Press,York Press,http://www.yorkpress.co.uk,2021-07-05 09:14:17,https://www.yorkpress.co.uk/news/19419695.aldi-announce-specialbuys-arriving-in-store-long-delays/,Europe,Western Europe,United Kingdom,,en,1073307,,-40,4,Negative,0,,1,,,,,,Aldi restocks awaited products after delays,4,66.6666666666667,0.25,4.58333333333333,3.6967643165074
0,Aldi,8933266435,social-twitter,2021-07-05,2021-07-05 09:57:57,twitter,@Sock_Monster the aldi cleansing balm is a carbon copy of the emma hardie one., @Sock_Monster the aldi cleansing balm is a carbon copy of the emma hardie one.,Flintaxe,1411987686554996741,Twitter,Social,,,Twitter,,2021-07-05 09:57:52,https://twitter.com/Flintaxe/status/1411987686554996741,,,Andorra,,en,543,,0,5,Neutral,1,,,1,,,,,,2,100,0.1,0.66,4.37007142674937
0,Aldi,8933589389,social-twitter,2021-07-05,2021-07-05 10:21:52,twitter,@fleming77 @fizfull Good morning :) Happy #elevensestime Trying to have a more normal week. I did the Aldi shopping… https://t.co/NXouvxQtzS, @fleming77 @fizfull Good morning :) Happy #elevensestime Trying to have a more normal week. I did the Aldi shopping the morning so we've replaced the frozen pizza supply that was running rather low!,cyteen02,1411993703493812227,Twitter,Social,,,Twitter,,2021-07-05 10:21:47,https://twitter.com/cyteen02/status/1411993703493812227,,,United Kingdom,,en,818,,10,5,Neutral,1,,,1,,,,1,,2,100,0.1,0.66,4.8825539312712
0,Aldi,8933906660,social-twitter,2021-07-05,2021-07-05 10:43:41,twitter,"RT @birmingham_live: Aldi, Asda, Tesco, Sainsbury's, Morrisons, Lidl face mask rules changing from July 19 https://t.co/38VxBpCi5s"," RT @birmingham_live: Aldi, Asda, Tesco, Sainsbury's, Morrisons, Lidl face mask rules changing from July 19 https://t.co/38VxBpCi5s",purecremation,1411999194013917187,Twitter,Social,,,Twitter,,2021-07-05 10:43:36,https://twitter.com/purecremation/status/1411999194013917187,,,United Kingdom,,en,464,,0,5,Neutral,1,,,1,,,,1,,2,14.2857142857143,0.1,0.66,4.37007142674937
0,Aldi,8934163856,social-twitter,2021-07-05,2021-07-05 11:05:16,twitter,RT @SuperSupBristol: @BaggatorBristol @BMCS @lisacoleuk @AmbassadorsGS @Sweetmartltd @Pakbutchers Thank you to all those who have helped us…, @BaggatorBristol @BMCS @lisacoleuk @AmbassadorsGS @Sweetmartltd @Pakbutchers Thank you to all those who have helped us provide thousands of meals and food boxes by donating food so we help those in need in #Bristol #BS5 @LidlGB @marksandspencer @AldiUK @FeedingBristol  @SweetmartLtd @Pakbutchers #Covid #ThankYouDay,BaggatorBristol,1412004625184694277,Twitter,Social,,,Twitter,,2021-07-05 11:05:11,https://twitter.com/BaggatorBristol/status/1412004625184694277,,,Brazil,,en,313,,35,7,Positive,1,,1,,,,,,,1,16.6666666666667,0.1,0.22,2.38043656746038
0,Aldi,8934349024,consumer,2021-07-05,2021-07-05 11:20:20,opoint,Apollo enters takeover battle for Britain's Morrisons,"  By James Davey  LONDON, July 5 (Reuters) - The $8.7 billion bid battle for Britain's Morrisons intensified on Monday when a third private equity group entered the fray, sending the supermarket group's share price racing ahead of the value of an offer it recommended on Saturday.  New York-headquartered Apollo Global Management, which last year missed out on buying Morrisons rival Asda, said it was in the preliminary stages of evaluating a possible offer but had not approached its board.  Private equity groups have embarked on a spending spree on assets around the world in the last six months, flush with cash after they largely sat out the pandemic. Morrisons, set up 122 years ago as a market stall in northern England, is a target.  Morrisons said on Saturday that its board, led by Chairman Andrew Higginson, had recommended a takeover led by SoftBank owned Fortress Investment Group that valued the grocer at 6.3 billion pounds ($8.7 billion).  The offer from Fortress, along with Canada Pension Plan Investment Board and Koch Real Estate Investments, exceeded a 5.52 billion pound unsolicited proposal from Clayton, Dubilier & Rice (CD&R), which Morrisons rejected on June 19.  However, it was less than the 6.5 billion pounds asked for by top 10 Morrisons investor JO Hambro last week.  Fortress' offer gives Morrisons an enterprise value of 9.5 billion pounds when including net debt of 3.2 billion pounds.  Its shares were up 11.2% at 267 pence at 0935 GMT - ahead of the 254 pence value of the Fortress deal, indicating investors expect higher offers to be made. Morrisons declined to comment on Apollo's statement.  Analysts have speculated that other private equity groups and Amazon, which has a longstanding supplier deal with Morrisons, could also bid. Amazon has declined to comment.  While Britain has always been a key destination in Europe for private equity investments, the volumes have peaked this year as Brexit and sterling weakness coupled with the coronavirus crisis to hit company valuations.  Like its peers Tesco, Sainsbury's and Asda, Morrisons enjoyed a surge in sales in the last 18 months, as hospitality was forced to shut, but the cost of ramping up online delivery hit profits.  Ultimately, its fate will be decided by its shareholders.  As things currently stand there is only one firm bid on the table and investors will vote on the Fortress deal.  Morrisons' three biggest investors Silchester, Blackrock and Columbia Threadneedle, which Refinitiv data showed having stakes of 15.2%, 9.6% and 9.4% respectively, are effectively the kingmakers. None has commented so far.  Under UK takeover rules Fortress' offer effectively resets the clock for CD&R to clarify its intentions, with a previous date of July 17 extended to around the end of the month.  The Takeover Panel is yet to announce the deadline by which Apollo must clarify its intentions.  ""254p now seems to be the likely minimum and we would not rule out the eventual price rising further,"" said analysts at Barclays.  APPETITE FOR GROCERS  Barclays said CD&R could pay more than the agreed offer from Fortress, pointing out that CD&R has a bigger UK retail footprint than Fortress as it owns the Motor Fuels Group petrol forecourt chain. Also CD&R might be able to bid more if sale and leasebacks of Morrisons stores form part of its plan.  Fortress has ruled out material sales and says it likes to empower existing management teams - an approach that could prove popular with the government after the pandemic showed the importance of retaining food production locally.  Morrisons owns 85% of its nearly 500 stores and has 19 mostly freehold manufacturing sites. It is unique among British supermarkets in making over half of the fresh food it sells.  After years of grappling with the German discount rivals Aldi and Lidl, British supermarkets are once again attractive because of their cash generation and freehold assets. The funds believe the stock market is not recognising the grocers' value in the wake of the COVID-19 pandemic.  Morrisons started out as an egg and butter merchant in 1899 and was built up over 55 years by the late Ken Morrison, the son of the founder.  Last year Apollo lost out on buying Asda to brothers Zuber and Mohsin Issa and TDR Capital. That deal valued Asda at 6.8 billion pounds.  Shares in Tesco and Sainsbury's were up 1.5% and 1.9% respectively with speculation swirling that they could also attract approaches. Both companies declined to comment.  In April, Czech billionaire Daniel Kretinsky raised his stake in Sainsbury's to almost 10%, igniting bid speculation.  Apollo says its private equity business had more than $89 billion in assets under management by the end of March 2021, in 150 companies such as Watches of Switzerland, TMT group Endemol Shine, bookmaker Ladbrokes Coral and Norwegian Cruise Line. ($1 = 0.7232 pounds) (Reporting by James Davey; Editing by Kate Holton/Guy Faulconbridge/Kirsten Donovan/David Evans) ",uncredited,13381-1971831,Consumer,Web,,This is Money,This is Money,http://www.thisismoney.co.uk,2021-07-05 11:11:26,https://www.thisismoney.co.uk/wires/reuters/article-9756915/Apollo-enters-takeover-battle-Britains-Morrisons.html,Europe,Western Europe,United Kingdom,,en,2624323,,25,7,Positive,0,,,1,,,,1,Not directly about the company but a different supermarket,0.5,2,0.25,0.55,5.0196478619231
0,Aldi,8934639718,social-twitter,2021-07-05,2021-07-05 11:40:25,twitter,Man ive gotta to a video interview for Aldi i feel im gonna fuck it up bec of me not speaking clearly nor speaking up for them to hear me, Man ive gotta to a video interview for Aldi i feel im gonna fuck it up bec of me not speaking clearly nor speaking up for them to hear me,Eternal_Dragon8,1412013473505087494,Twitter,Social,,,Twitter,,2021-07-05 11:40:20,https://twitter.com/Eternal_Dragon8/status/1412013473505087494,,,United Kingdom,,en,88,,-47,3,Negative,0,,,1,,,,,Potential emplyee nervous about job interview at Aldi,2,100,0.1,0.66,-0.062484834246879
0,Aldi,8934888795,social-twitter,2021-07-05,2021-07-05 12:00:25,twitter,Dear @AldiUK - I'm really disappointed in your lack gluten free products - you don't even stock basic things like g… https://t.co/FG4iSeDuEC, Dear @AldiUK - I'm really disappointed in your lack gluten free products - you don't even stock basic things like gluten free bread. #celiac #glutenfree #needtodobetter,revbickers,1412018504908279809,Twitter,Social,,,Twitter,,2021-07-05 12:00:20,https://twitter.com/revbickers/status/1412018504908279809,,,United Kingdom,,en,1300,,-15,5,Neutral,0,,,,1,,,,Criticism of aldi's lack of gluten free products,3,100,0.1,1.21,3.39592960527687
0,Aldi,8934989631,social-twitter,2021-07-05,2021-07-05 12:06:00,twitter,Try this in Aldi over Parc Tawe I guarantee your getting a baguette over the head..., Try this in Aldi over Parc Tawe I guarantee your getting a baguette over the head...,PaddyCullen3,1412019911707267073,Twitter,Social,,,Twitter,,2021-07-05 12:05:55,https://twitter.com/PaddyCullen3/status/1412019911707267073,,,Rwanda,,en,1714,,27,7,Positive,0,,,1,,,,1,Lacks context,2,100,0.1,0.66,6.22013677088957
